id,nameFirst,nameLast,time,time2,Food,Beverages,Takeout,Music
gstradling741,Gaye,Stradling,20,20,{'preference': 5},{'preference': 4},{'preference': 2},{'preference': 2}
amasunaga687,Andria,Masunaga,30,10,{'preference': 3},{'preference': 5},{'preference': 3},{'preference': 1}
jcentore869,Jerrod,Centore,5,15,{'preference': 2},{'preference': 1},{'preference': 5},{'preference': 5}
bwassell773,Buster,Wassell,20,10,{'preference': 3},{'preference': 1},{'preference': 5},{'preference': 4}
aassante853,Ambrose,Assante,20,20,{'preference': 3},{'preference': 2},{'preference': 2},{'preference': 1}
jmomon502,Joaquin,Momon,30,20,{'preference': 3},{'preference': 2},{'preference': 3},{'preference': 1}
sreher39,Shirly,Reher,30,30,{'preference': 5},{'preference': 1},{'preference': 4},{'preference': 3}
wwohlrab937,Willard,Wohlrab,10,10,{'preference': 5},{'preference': 2},{'preference': 3},{'preference': 5}
efodness896,Ebony,Fodness,15,20,{'preference': 1},{'preference': 5},{'preference': 5},{'preference': 3}
lslavis1,Lester,Slavis,10,25,{'preference': 3},{'preference': 2},{'preference': 4},{'preference': 2}
bfawler310,Bradley,Fawler,15,30,{'preference': 4},{'preference': 2},{'preference': 2},{'preference': 5}
hforden374,Harley,Forden,25,10,{'preference': 3},{'preference': 5},{'preference': 5},{'preference': 2}
hbacy757,Hipolito,Bacy,20,15,{'preference': 4},{'preference': 5},{'preference': 2},{'preference': 5}
arosu664,Alyse,Rosu,25,10,{'preference': 5},{'preference': 5},{'preference': 3},{'preference': 4}
vamiri841,Vincent,Amiri,20,5,{'preference': 3},{'preference': 1},{'preference': 5},{'preference': 3}
lroehrig349,Lee,Roehrig,10,25,{'preference': 3},{'preference': 2},{'preference': 3},{'preference': 1}
nfaxon511,Neva,Faxon,5,30,{'preference': 4},{'preference': 2},{'preference': 2},{'preference': 3}
jhallemeye651,Judi,Hallemeyer,20,30,{'preference': 4},{'preference': 2},{'preference': 1},{'preference': 4}
llafkas226,Lory,Lafkas,10,30,{'preference': 3},{'preference': 2},{'preference': 1},{'preference': 1}
lquates74,Louie,Quates,15,10,{'preference': 1},{'preference': 3},{'preference': 5},{'preference': 5}
loldroyd533,Loni,Oldroyd,15,30,{'preference': 4},{'preference': 3},{'preference': 4},{'preference': 5}
scoxe393,Stacey,Coxe,20,30,{'preference': 3},{'preference': 5},{'preference': 4},{'preference': 2}
nmanozca501,Nannette,Manozca,20,30,{'preference': 2},{'preference': 4},{'preference': 2},{'preference': 3}
dmallas127,Darrell,Mallas,25,5,{'preference': 5},{'preference': 1},{'preference': 5},{'preference': 1}
sagueda644,Stephan,Agueda,20,10,{'preference': 3},{'preference': 3},{'preference': 4},{'preference': 3}
drobbs624,Del,Robbs,30,15,{'preference': 4},{'preference': 4},{'preference': 4},{'preference': 1}
sshangraw95,Santiago,Shangraw,10,30,{'preference': 3},{'preference': 4},{'preference': 2},{'preference': 3}
malejandre529,Marisela,Alejandrez,15,15,{'preference': 5},{'preference': 2},{'preference': 5},{'preference': 1}
mberlingho672,Marlena,Berlinghof,25,20,{'preference': 2},{'preference': 1},{'preference': 5},{'preference': 4}
akocaj202,Antoinette,Kocaj,5,10,{'preference': 4},{'preference': 2},{'preference': 3},{'preference': 1}
tmooneyhan116,Tiana,Mooneyhan,15,20,{'preference': 1},{'preference': 1},{'preference': 5},{'preference': 2}
pfaircloth330,Paris,Faircloth,10,5,{'preference': 2},{'preference': 5},{'preference': 3},{'preference': 4}
ekuniyoshi282,Ettie,Kuniyoshi,5,25,{'preference': 1},{'preference': 4},{'preference': 4},{'preference': 4}
rcoull28,Ronald,Coull,15,5,{'preference': 2},{'preference': 2},{'preference': 2},{'preference': 4}
mhedtke870,Maira,Hedtke,25,10,{'preference': 3},{'preference': 4},{'preference': 1},{'preference': 5}
ldechampla575,Leatrice,Dechamplain,15,20,{'preference': 3},{'preference': 4},{'preference': 2},{'preference': 3}
svigneault472,Sylvester,Vigneault,25,30,{'preference': 4},{'preference': 1},{'preference': 5},{'preference': 4}
mnemitz397,Maryetta,Nemitz,10,30,{'preference': 4},{'preference': 5},{'preference': 5},{'preference': 2}
slustig933,Shawanda,Lustig,25,25,{'preference': 3},{'preference': 5},{'preference': 2},{'preference': 3}
cwrye144,Cleo,Wrye,20,5,{'preference': 2},{'preference': 5},{'preference': 2},{'preference': 4}
mkopsho249,Mauro,Kopsho,25,25,{'preference': 2},{'preference': 1},{'preference': 5},{'preference': 3}
cschaneman451,Celina,Schaneman,20,25,{'preference': 3},{'preference': 5},{'preference': 1},{'preference': 3}
bshenkel458,Blake,Shenkel,30,5,{'preference': 2},{'preference': 3},{'preference': 3},{'preference': 3}
bwoodsmall195,Bradford,Woodsmall,25,5,{'preference': 2},{'preference': 5},{'preference': 1},{'preference': 3}
fmahle198,Francisco,Mahle,20,15,{'preference': 1},{'preference': 5},{'preference': 1},{'preference': 3}
mhorwath126,Mikki,Horwath,25,20,{'preference': 3},{'preference': 3},{'preference': 3},{'preference': 2}
bdeteso537,Branden,Deteso,15,25,{'preference': 4},{'preference': 5},{'preference': 1},{'preference': 2}
lblaire385,Louann,Blaire,20,15,{'preference': 3},{'preference': 4},{'preference': 4},{'preference': 2}
dvititow367,Dane,Vititow,15,30,{'preference': 1},{'preference': 1},{'preference': 2},{'preference': 1}
bvalen633,Barrett,Valen,25,30,{'preference': 1},{'preference': 3},{'preference': 5},{'preference': 2}
phenretta557,Phillip,Henretta,15,30,{'preference': 2},{'preference': 5},{'preference': 3},{'preference': 1}
slinkhart784,Stewart,Linkhart,5,15,{'preference': 3},{'preference': 1},{'preference': 2},{'preference': 2}
ekrofta492,Esteban,Krofta,10,20,{'preference': 4},{'preference': 1},{'preference': 5},{'preference': 3}
tklarberg983,Tonie,Klarberg,30,20,{'preference': 4},{'preference': 4},{'preference': 4},{'preference': 3}
kswartwood601,Kelvin,Swartwood,5,20,{'preference': 4},{'preference': 3},{'preference': 2},{'preference': 3}
rrosich464,Rona,Rosich,15,20,{'preference': 5},{'preference': 5},{'preference': 5},{'preference': 4}
wwilmott317,Wilford,Wilmott,5,5,{'preference': 4},{'preference': 2},{'preference': 2},{'preference': 3}
jlaliberty258,Jimmy,Laliberty,20,15,{'preference': 3},{'preference': 1},{'preference': 1},{'preference': 1}
snolie339,Stephen,Nolie,10,25,{'preference': 4},{'preference': 4},{'preference': 2},{'preference': 4}
acooperide768,Anthony,Cooperider,30,25,{'preference': 5},{'preference': 4},{'preference': 2},{'preference': 1}
gconde51,Gaston,Conde,20,25,{'preference': 4},{'preference': 1},{'preference': 1},{'preference': 3}
pmathie555,Porter,Mathie,5,20,{'preference': 5},{'preference': 1},{'preference': 4},{'preference': 2}
lschwandt265,Lindsay,Schwandt,10,15,{'preference': 3},{'preference': 1},{'preference': 1},{'preference': 2}
nvellucci215,Nicky,Vellucci,20,10,{'preference': 2},{'preference': 2},{'preference': 3},{'preference': 1}
tquincy373,Terrance,Quincy,30,25,{'preference': 3},{'preference': 2},{'preference': 1},{'preference': 5}
manand829,Malik,Anand,20,5,{'preference': 4},{'preference': 5},{'preference': 4},{'preference': 3}
hbink521,Herman,Bink,10,10,{'preference': 4},{'preference': 1},{'preference': 2},{'preference': 1}
redemann960,Ramon,Edemann,30,25,{'preference': 2},{'preference': 4},{'preference': 1},{'preference': 2}
smobley296,Sean,Mobley,10,30,{'preference': 5},{'preference': 4},{'preference': 5},{'preference': 5}
jkeeling756,Jacquelyn,Keeling,20,15,{'preference': 3},{'preference': 2},{'preference': 5},{'preference': 1}
kevenson288,Kenton,Evenson,15,20,{'preference': 5},{'preference': 1},{'preference': 4},{'preference': 3}
rberkshire563,Rene,Berkshire,20,25,{'preference': 2},{'preference': 1},{'preference': 4},{'preference': 5}
mlipke642,Mireille,Lipke,10,20,{'preference': 4},{'preference': 2},{'preference': 3},{'preference': 4}
aalcini183,Ariel,Alcini,30,10,{'preference': 4},{'preference': 1},{'preference': 5},{'preference': 5}
bhince255,Bill,Hince,30,10,{'preference': 4},{'preference': 3},{'preference': 1},{'preference': 1}
rpolashek857,Reba,Polashek,10,30,{'preference': 3},{'preference': 4},{'preference': 5},{'preference': 5}
sseebach600,Sung,Seebach,25,25,{'preference': 4},{'preference': 4},{'preference': 5},{'preference': 2}
beskind121,Bruno,Eskind,15,10,{'preference': 2},{'preference': 2},{'preference': 2},{'preference': 3}
cfadely115,Cleta,Fadely,10,25,{'preference': 5},{'preference': 2},{'preference': 3},{'preference': 4}
mthoresen391,Mendy,Thoresen,25,5,{'preference': 3},{'preference': 5},{'preference': 4},{'preference': 5}
cboxwell176,Cynthia,Boxwell,25,5,{'preference': 2},{'preference': 5},{'preference': 5},{'preference': 5}
gbobek150,German,Bobek,30,15,{'preference': 1},{'preference': 1},{'preference': 5},{'preference': 5}
kscofield444,Kirstie,Scofield,30,10,{'preference': 3},{'preference': 2},{'preference': 3},{'preference': 1}
bartmann834,Bart,Artmann,10,15,{'preference': 4},{'preference': 2},{'preference': 2},{'preference': 2}
aketterl230,Alleen,Ketterl,5,20,{'preference': 1},{'preference': 2},{'preference': 1},{'preference': 5}
jdisimone200,Jonas,Disimone,5,25,{'preference': 3},{'preference': 1},{'preference': 2},{'preference': 4}
cbragas943,Chester,Bragas,5,15,{'preference': 5},{'preference': 2},{'preference': 3},{'preference': 2}
nbadura91,Nancie,Badura,25,15,{'preference': 3},{'preference': 3},{'preference': 4},{'preference': 4}
dengelhart27,Donetta,Engelhart,10,25,{'preference': 2},{'preference': 2},{'preference': 1},{'preference': 5}
jsikkink893,Jewel,Sikkink,15,15,{'preference': 1},{'preference': 3},{'preference': 4},{'preference': 4}
tjenschke58,Tomeka,Jenschke,20,25,{'preference': 5},{'preference': 2},{'preference': 2},{'preference': 3}
emclaine397,Emory,Mclaine,30,5,{'preference': 1},{'preference': 3},{'preference': 1},{'preference': 2}
bdalmata476,Beau,Dalmata,30,20,{'preference': 4},{'preference': 4},{'preference': 3},{'preference': 2}
apengra236,Arden,Pengra,20,10,{'preference': 1},{'preference': 4},{'preference': 4},{'preference': 1}
wtruxillo409,William,Truxillo,20,20,{'preference': 2},{'preference': 5},{'preference': 1},{'preference': 5}
cziolkowsk972,Charlette,Ziolkowski,20,5,{'preference': 4},{'preference': 1},{'preference': 1},{'preference': 1}
mlanuza977,Monroe,Lanuza,10,20,{'preference': 2},{'preference': 5},{'preference': 4},{'preference': 5}
alingberg312,Adolfo,Lingberg,10,20,{'preference': 3},{'preference': 4},{'preference': 4},{'preference': 4}
yspincic450,Yadira,Spincic,30,25,{'preference': 3},{'preference': 2},{'preference': 2},{'preference': 5}
fcrumbly328,Frankie,Crumbly,10,15,{'preference': 1},{'preference': 4},{'preference': 5},{'preference': 1}
pwoolverto160,Particia,Woolverton,5,15,{'preference': 1},{'preference': 4},{'preference': 2},{'preference': 5}
wantu510,Willette,Antu,25,5,{'preference': 3},{'preference': 5},{'preference': 3},{'preference': 5}
pbeenel76,Phillip,Beenel,30,15,{'preference': 4},{'preference': 1},{'preference': 4},{'preference': 3}
ttannehill310,Terrence,Tannehill,25,10,{'preference': 3},{'preference': 2},{'preference': 2},{'preference': 4}
ltulip818,Lucien,Tulip,15,15,{'preference': 4},{'preference': 5},{'preference': 3},{'preference': 1}
lbordley99,Larry,Bordley,10,10,{'preference': 1},{'preference': 4},{'preference': 4},{'preference': 3}
sreardon306,Sydney,Reardon,20,20,{'preference': 2},{'preference': 1},{'preference': 1},{'preference': 1}
adandrade569,Amina,Dandrade,25,5,{'preference': 5},{'preference': 3},{'preference': 2},{'preference': 4}
stompkins934,Sarai,Tompkins,5,10,{'preference': 3},{'preference': 1},{'preference': 5},{'preference': 2}
jegar195,Jacquelyn,Egar,30,30,{'preference': 2},{'preference': 1},{'preference': 4},{'preference': 5}
lgnas913,Laraine,Gnas,15,25,{'preference': 1},{'preference': 4},{'preference': 3},{'preference': 4}
edilillo678,Eryn,Dilillo,20,25,{'preference': 1},{'preference': 3},{'preference': 5},{'preference': 3}
coberhelma998,Cherelle,Oberhelman,5,5,{'preference': 4},{'preference': 5},{'preference': 2},{'preference': 1}
fgitt383,Fermin,Gitt,5,15,{'preference': 2},{'preference': 5},{'preference': 5},{'preference': 5}
elingerfel912,Erick,Lingerfelter,25,30,{'preference': 1},{'preference': 2},{'preference': 3},{'preference': 3}
levertz430,Lindsey,Evertz,15,30,{'preference': 2},{'preference': 1},{'preference': 5},{'preference': 4}
ibence623,Inge,Bence,25,20,{'preference': 2},{'preference': 2},{'preference': 2},{'preference': 4}
lbrumm257,Lorelei,Brumm,5,15,{'preference': 2},{'preference': 4},{'preference': 4},{'preference': 4}
emasood175,Earl,Masood,5,5,{'preference': 3},{'preference': 5},{'preference': 5},{'preference': 4}
sironhorse32,Stefan,Ironhorse,30,30,{'preference': 4},{'preference': 3},{'preference': 4},{'preference': 2}
itownes49,Irish,Townes,30,20,{'preference': 3},{'preference': 2},{'preference': 1},{'preference': 4}
bgronitz861,Bert,Gronitz,5,10,{'preference': 2},{'preference': 2},{'preference': 4},{'preference': 2}
dkerstette649,Darline,Kerstetter,20,10,{'preference': 2},{'preference': 5},{'preference': 4},{'preference': 4}
dlasswell446,Desmond,Lasswell,30,30,{'preference': 3},{'preference': 5},{'preference': 3},{'preference': 2}
rscharrer599,Rocco,Scharrer,25,15,{'preference': 3},{'preference': 5},{'preference': 1},{'preference': 2}
mflorey105,Milford,Florey,20,20,{'preference': 5},{'preference': 1},{'preference': 3},{'preference': 1}
tedouard66,Tommie,Edouard,5,5,{'preference': 2},{'preference': 5},{'preference': 1},{'preference': 5}
jbibles266,Josiah,Bibles,5,20,{'preference': 1},{'preference': 4},{'preference': 1},{'preference': 4}
npatzke530,Noemi,Patzke,25,20,{'preference': 2},{'preference': 1},{'preference': 3},{'preference': 4}
cdilick44,Columbus,Dilick,15,20,{'preference': 5},{'preference': 4},{'preference': 1},{'preference': 2}
kuphoff757,Kareem,Uphoff,20,15,{'preference': 1},{'preference': 1},{'preference': 4},{'preference': 4}
fstrimel618,Frances,Strimel,5,5,{'preference': 2},{'preference': 5},{'preference': 4},{'preference': 5}
lcatalina61,Luis,Catalina,15,30,{'preference': 1},{'preference': 4},{'preference': 4},{'preference': 4}
tmeitzler614,Thad,Meitzler,25,25,{'preference': 4},{'preference': 1},{'preference': 4},{'preference': 3}
ldevericks576,Liane,Devericks,30,20,{'preference': 2},{'preference': 5},{'preference': 4},{'preference': 2}
smckeague321,Shonda,Mckeague,5,5,{'preference': 2},{'preference': 4},{'preference': 1},{'preference': 3}
rnesland363,Rhoda,Nesland,10,5,{'preference': 4},{'preference': 4},{'preference': 1},{'preference': 2}
rturso243,Reggie,Turso,30,30,{'preference': 5},{'preference': 1},{'preference': 3},{'preference': 2}
dyannotti98,Delmar,Yannotti,25,25,{'preference': 1},{'preference': 5},{'preference': 2},{'preference': 4}
fmaharrey735,Frank,Maharrey,10,20,{'preference': 5},{'preference': 3},{'preference': 5},{'preference': 1}
lcrown908,Lon,Crown,10,30,{'preference': 1},{'preference': 4},{'preference': 2},{'preference': 2}
lteichmill672,Landon,Teichmiller,5,30,{'preference': 2},{'preference': 5},{'preference': 2},{'preference': 3}
mmazzucco719,Merle,Mazzucco,10,10,{'preference': 4},{'preference': 1},{'preference': 2},{'preference': 3}
rknapchuck392,Rubin,Knapchuck,15,10,{'preference': 4},{'preference': 3},{'preference': 1},{'preference': 1}
jkerchner909,Janessa,Kerchner,10,10,{'preference': 2},{'preference': 3},{'preference': 4},{'preference': 1}
nglucksman807,Nick,Glucksman,25,10,{'preference': 1},{'preference': 2},{'preference': 1},{'preference': 1}
lsalquero549,Lashaun,Salquero,20,30,{'preference': 4},{'preference': 1},{'preference': 1},{'preference': 3}
rrinehimer994,Reggie,Rinehimer,20,30,{'preference': 3},{'preference': 4},{'preference': 5},{'preference': 5}
nhildring109,Numbers,Hildring,15,15,{'preference': 3},{'preference': 1},{'preference': 2},{'preference': 2}
sgwynes330,Sherlyn,Gwynes,10,15,{'preference': 2},{'preference': 2},{'preference': 5},{'preference': 5}
lthivierge984,Logan,Thivierge,30,10,{'preference': 1},{'preference': 5},{'preference': 5},{'preference': 3}
jmetzger130,Jonathan,Metzger,20,25,{'preference': 3},{'preference': 5},{'preference': 4},{'preference': 3}
sjubert875,Shemika,Jubert,5,5,{'preference': 2},{'preference': 4},{'preference': 5},{'preference': 3}
ksawatzke861,Katherine,Sawatzke,30,25,{'preference': 1},{'preference': 1},{'preference': 2},{'preference': 3}
clebroke541,Carlton,Lebroke,25,30,{'preference': 4},{'preference': 2},{'preference': 2},{'preference': 1}
hdinwoodie389,Heath,Dinwoodie,10,5,{'preference': 1},{'preference': 4},{'preference': 4},{'preference': 2}
mgettis421,Maximo,Gettis,10,20,{'preference': 5},{'preference': 4},{'preference': 5},{'preference': 4}
brodvold253,Boyd,Rodvold,30,30,{'preference': 4},{'preference': 2},{'preference': 4},{'preference': 2}
ecallinan753,Eloy,Callinan,10,25,{'preference': 2},{'preference': 3},{'preference': 1},{'preference': 1}
smakris596,Shakita,Makris,30,30,{'preference': 1},{'preference': 1},{'preference': 2},{'preference': 1}
imassini257,Inocencia,Massini,20,30,{'preference': 5},{'preference': 5},{'preference': 4},{'preference': 4}
jparsells959,John,Parsells,25,30,{'preference': 1},{'preference': 2},{'preference': 2},{'preference': 1}
abroumley82,Aleshia,Broumley,10,30,{'preference': 3},{'preference': 5},{'preference': 1},{'preference': 2}
gsolhjem602,Georgianna,Solhjem,15,5,{'preference': 1},{'preference': 4},{'preference': 5},{'preference': 1}
ecarey297,Ellan,Carey,30,15,{'preference': 2},{'preference': 5},{'preference': 5},{'preference': 5}
lstofferan93,Leigh,Stofferan,15,20,{'preference': 2},{'preference': 1},{'preference': 2},{'preference': 5}
vhosek210,Vernia,Hosek,30,20,{'preference': 1},{'preference': 2},{'preference': 4},{'preference': 1}
kbrackman644,Karoline,Brackman,15,5,{'preference': 5},{'preference': 5},{'preference': 3},{'preference': 2}
mmilles575,Marth,Milles,25,10,{'preference': 3},{'preference': 1},{'preference': 4},{'preference': 1}
eniez42,Edwardo,Niez,20,25,{'preference': 4},{'preference': 3},{'preference': 1},{'preference': 5}
ilisten680,Irving,Listen,5,30,{'preference': 3},{'preference': 2},{'preference': 5},{'preference': 2}
osanpedro223,Owen,Sanpedro,15,30,{'preference': 2},{'preference': 3},{'preference': 4},{'preference': 5}
lmani267,Lisandra,Mani,15,20,{'preference': 4},{'preference': 4},{'preference': 5},{'preference': 1}
rdauberman526,Roger,Dauberman,15,20,{'preference': 2},{'preference': 5},{'preference': 5},{'preference': 2}
sfugate773,Shanon,Fugate,5,5,{'preference': 4},{'preference': 4},{'preference': 1},{'preference': 4}
jverigan714,Justin,Verigan,15,20,{'preference': 2},{'preference': 3},{'preference': 3},{'preference': 4}
sdaros543,Sung,Daros,30,10,{'preference': 3},{'preference': 4},{'preference': 4},{'preference': 2}
jfoerster884,Jamal,Foerster,10,10,{'preference': 1},{'preference': 2},{'preference': 1},{'preference': 2}
lhepner812,Luetta,Hepner,30,20,{'preference': 1},{'preference': 4},{'preference': 5},{'preference': 2}
cmuhr825,Charlesetta,Muhr,25,5,{'preference': 3},{'preference': 3},{'preference': 4},{'preference': 1}
mdesloge617,Morgan,Desloge,15,5,{'preference': 3},{'preference': 1},{'preference': 4},{'preference': 3}
wmayette124,Winona,Mayette,5,10,{'preference': 3},{'preference': 3},{'preference': 1},{'preference': 4}
akinson259,Angelo,Kinson,25,20,{'preference': 2},{'preference': 5},{'preference': 1},{'preference': 3}
jquine617,Josh,Quine,30,20,{'preference': 2},{'preference': 5},{'preference': 2},{'preference': 4}
skozik912,Shara,Kozik,30,30,{'preference': 2},{'preference': 4},{'preference': 5},{'preference': 1}
denglehard130,Darin,Englehardt,30,20,{'preference': 4},{'preference': 2},{'preference': 5},{'preference': 5}
hharpe302,Helen,Harpe,15,10,{'preference': 3},{'preference': 1},{'preference': 5},{'preference': 4}
cfaul520,Casie,Faul,5,30,{'preference': 4},{'preference': 2},{'preference': 5},{'preference': 4}
clumm5,Concha,Lumm,25,10,{'preference': 1},{'preference': 5},{'preference': 1},{'preference': 1}
pkorfhage733,Percy,Korfhage,30,10,{'preference': 2},{'preference': 1},{'preference': 5},{'preference': 4}
malioto327,Micah,Alioto,10,15,{'preference': 4},{'preference': 1},{'preference': 3},{'preference': 5}
ncuzzort439,Nida,Cuzzort,30,5,{'preference': 3},{'preference': 2},{'preference': 2},{'preference': 3}
rdrumm425,Rosetta,Drumm,15,5,{'preference': 5},{'preference': 3},{'preference': 5},{'preference': 2}
rmckellan505,Rina,Mckellan,30,20,{'preference': 4},{'preference': 2},{'preference': 1},{'preference': 4}
jkempen575,Jimmie,Kempen,20,5,{'preference': 1},{'preference': 1},{'preference': 1},{'preference': 2}
cpeon708,Chong,Peon,15,25,{'preference': 4},{'preference': 5},{'preference': 1},{'preference': 3}
bforguson656,Berry,Forguson,5,5,{'preference': 3},{'preference': 5},{'preference': 1},{'preference': 3}
rrichoux508,Reginald,Richoux,25,10,{'preference': 1},{'preference': 3},{'preference': 3},{'preference': 2}
bstockhoff918,Brigida,Stockhoff,25,25,{'preference': 4},{'preference': 4},{'preference': 2},{'preference': 5}
ssweney862,Salvador,Sweney,30,25,{'preference': 5},{'preference': 2},{'preference': 4},{'preference': 3}
jgoeller36,Jefferson,Goeller,25,20,{'preference': 4},{'preference': 5},{'preference': 3},{'preference': 2}
bgruen763,Buford,Gruen,5,5,{'preference': 4},{'preference': 5},{'preference': 5},{'preference': 2}
cbongiorno200,Chet,Bongiorno,25,20,{'preference': 2},{'preference': 5},{'preference': 1},{'preference': 2}
mmusick434,Marjory,Musick,5,20,{'preference': 5},{'preference': 5},{'preference': 5},{'preference': 3}
croca153,Clora,Roca,5,5,{'preference': 1},{'preference': 1},{'preference': 2},{'preference': 2}
cantolin167,Cedrick,Antolin,10,5,{'preference': 3},{'preference': 3},{'preference': 5},{'preference': 5}
jbleything970,Jerica,Bleything,25,30,{'preference': 4},{'preference': 4},{'preference': 1},{'preference': 2}
gavilla772,Gail,Avilla,5,10,{'preference': 3},{'preference': 5},{'preference': 2},{'preference': 1}
alofte661,Astrid,Lofte,30,25,{'preference': 2},{'preference': 5},{'preference': 4},{'preference': 2}
llann803,Lindsay,Lann,30,10,{'preference': 4},{'preference': 4},{'preference': 4},{'preference': 5}
istreitnat535,Ivey,Streitnatter,5,10,{'preference': 5},{'preference': 3},{'preference': 3},{'preference': 3}
tstchur258,Tisa,Stchur,10,25,{'preference': 5},{'preference': 4},{'preference': 4},{'preference': 1}
lbacigalup199,Lester,Bacigalupi,20,20,{'preference': 1},{'preference': 5},{'preference': 2},{'preference': 4}
dedemann821,Dewey,Edemann,5,30,{'preference': 3},{'preference': 4},{'preference': 1},{'preference': 2}
fvyas203,Flor,Vyas,25,25,{'preference': 5},{'preference': 2},{'preference': 5},{'preference': 5}
smedlar784,Scottie,Medlar,10,5,{'preference': 1},{'preference': 4},{'preference': 5},{'preference': 1}
wserrao788,Warren,Serrao,25,30,{'preference': 1},{'preference': 5},{'preference': 4},{'preference': 1}
imulich657,Ira,Mulich,30,10,{'preference': 5},{'preference': 2},{'preference': 1},{'preference': 3}
mefthimiou726,Martina,Efthimiou,10,30,{'preference': 4},{'preference': 5},{'preference': 1},{'preference': 2}
mobradovic104,Marcelle,Obradovich,5,25,{'preference': 1},{'preference': 2},{'preference': 2},{'preference': 5}
nkasch268,Nick,Kasch,5,30,{'preference': 2},{'preference': 4},{'preference': 1},{'preference': 4}
dgarnand558,Deloris,Garnand,10,15,{'preference': 3},{'preference': 4},{'preference': 4},{'preference': 2}
tbahnsen542,Tomeka,Bahnsen,10,20,{'preference': 5},{'preference': 1},{'preference': 5},{'preference': 5}
lmcredmond573,Lulu,Mcredmond,20,5,{'preference': 5},{'preference': 3},{'preference': 2},{'preference': 4}
bswims950,Basil,Swims,10,30,{'preference': 4},{'preference': 5},{'preference': 5},{'preference': 1}
olancz680,Ozell,Lancz,25,20,{'preference': 1},{'preference': 2},{'preference': 4},{'preference': 3}
dhedringto832,Denny,Hedrington,30,30,{'preference': 4},{'preference': 1},{'preference': 5},{'preference': 4}
ceurope234,Cletus,Europe,20,30,{'preference': 4},{'preference': 5},{'preference': 1},{'preference': 4}
akrucke626,Aubrey,Krucke,20,30,{'preference': 5},{'preference': 1},{'preference': 5},{'preference': 1}
nmahaffy700,Nathanael,Mahaffy,15,30,{'preference': 2},{'preference': 1},{'preference': 3},{'preference': 2}
tkirchner302,Tera,Kirchner,15,15,{'preference': 1},{'preference': 5},{'preference': 2},{'preference': 3}
dcouncil253,Dione,Council,5,20,{'preference': 3},{'preference': 1},{'preference': 1},{'preference': 1}
nboney300,Nolan,Boney,20,5,{'preference': 3},{'preference': 1},{'preference': 2},{'preference': 2}
sballi776,Sara,Balli,30,25,{'preference': 1},{'preference': 3},{'preference': 5},{'preference': 4}
lburgman654,Lennie,Burgman,20,15,{'preference': 1},{'preference': 2},{'preference': 1},{'preference': 2}
wlockridge513,Winford,Lockridge,20,30,{'preference': 2},{'preference': 4},{'preference': 2},{'preference': 4}
dkewanwyte561,Donald,Kewanwytewa,25,30,{'preference': 2},{'preference': 1},{'preference': 4},{'preference': 5}
jcherep926,Joel,Cherep,5,5,{'preference': 3},{'preference': 2},{'preference': 5},{'preference': 3}
rvolinsky373,Reagan,Volinsky,25,5,{'preference': 4},{'preference': 1},{'preference': 5},{'preference': 4}
fforstedt182,Fredricka,Forstedt,5,5,{'preference': 1},{'preference': 1},{'preference': 2},{'preference': 2}
eobeso71,Elvie,Obeso,25,5,{'preference': 2},{'preference': 5},{'preference': 2},{'preference': 2}
bbybee230,Buford,Bybee,5,20,{'preference': 5},{'preference': 4},{'preference': 1},{'preference': 5}
eauerbach514,Essie,Auerbach,5,10,{'preference': 5},{'preference': 1},{'preference': 3},{'preference': 4}
tarakawa822,Terrell,Arakawa,10,10,{'preference': 5},{'preference': 4},{'preference': 2},{'preference': 4}
vsyphers954,Vonda,Syphers,15,5,{'preference': 4},{'preference': 5},{'preference': 3},{'preference': 2}
rrezendes49,Rory,Rezendes,25,15,{'preference': 5},{'preference': 5},{'preference': 3},{'preference': 5}
tdones67,Tuyet,Dones,5,15,{'preference': 4},{'preference': 5},{'preference': 2},{'preference': 2}
dduskin504,Donny,Duskin,5,5,{'preference': 3},{'preference': 4},{'preference': 4},{'preference': 2}
iagundez201,Isabell,Agundez,10,15,{'preference': 2},{'preference': 1},{'preference': 3},{'preference': 2}
thvizdos251,Terri,Hvizdos,20,30,{'preference': 2},{'preference': 3},{'preference': 5},{'preference': 2}
agadomski908,Ardella,Gadomski,25,10,{'preference': 3},{'preference': 5},{'preference': 3},{'preference': 1}
cekins186,Calvin,Ekins,5,25,{'preference': 5},{'preference': 4},{'preference': 5},{'preference': 3}
mcoopwood233,Maisie,Coopwood,10,25,{'preference': 4},{'preference': 5},{'preference': 4},{'preference': 2}
gbillue994,Ginger,Billue,25,30,{'preference': 2},{'preference': 4},{'preference': 4},{'preference': 3}
rperkowski882,Ross,Perkowski,25,15,{'preference': 4},{'preference': 2},{'preference': 5},{'preference': 4}
lbloss114,Luciano,Bloss,5,25,{'preference': 3},{'preference': 5},{'preference': 4},{'preference': 5}
lfurstenbe396,Libbie,Furstenberg,25,5,{'preference': 5},{'preference': 5},{'preference': 4},{'preference': 1}
cdeanne783,Carl,Deanne,5,5,{'preference': 3},{'preference': 5},{'preference': 5},{'preference': 4}
aromanek768,Alphonso,Romanek,5,5,{'preference': 3},{'preference': 4},{'preference': 4},{'preference': 2}
arichburg287,Amelia,Richburg,15,15,{'preference': 2},{'preference': 3},{'preference': 5},{'preference': 2}
