id,nameFirst,nameLast,origin,likert.valuesFriendship,likert.valuesFamily,likert.valuesCommunity,likert.valuesSelf,likert.valuesFaith,likert.valuesEducation,likert.valuesHealth,likert.valuesStrength,semDiff.dogCat,semDiff.donutMunchkins,semDiff.cakePie,semDiff.steelersPirates
igrandon45,Ian,Grandon,AK,3,3,1,1,3,1,3,5,2,1,2,4
dpolter588,Delpha,Polter,DE,4,2,1,5,4,2,1,3,4,2,2,5
mmcgowan145,Malcom,Mcgowan,AR,5,5,2,5,5,1,3,1,4,3,2,4
mdednam550,Margarito,Dednam,NE,4,2,1,2,4,2,4,5,5,1,4,1
mwolcott967,Marylyn,Wolcott,SD,3,4,4,4,1,5,5,4,4,2,5,3
ihandzel286,Ian,Handzel,AK,1,2,3,5,2,1,4,3,5,3,5,2
svafiadis18,Scarlett,Vafiadis,WV,1,3,1,1,3,4,1,3,3,5,3,2
wconvenien737,Winnie,Conveniencia,NM,5,3,4,1,3,3,5,2,4,3,3,4
jhamming562,Jess,Hamming,AZ,3,2,3,3,4,2,5,4,3,4,2,4
smoure3,Stephnie,Moure,WY,1,5,2,4,1,2,5,2,4,3,4,4
apickelsim731,Adah,Pickelsimer,GA,1,2,5,1,3,5,2,3,4,3,5,2
mison427,Mac,Ison,MT,1,1,2,2,3,5,5,3,1,1,2,2
mdark682,Murray,Dark,GA,3,3,2,4,4,1,1,4,5,1,1,1
mlichtenbe988,Myron,Lichtenberger,TX,3,5,1,3,1,1,3,4,3,2,2,2
sbenn891,Sari,Benn,WV,3,2,2,2,4,3,2,3,4,2,5,2
msantini838,Marquita,Santini,NH,5,1,2,5,2,1,2,4,1,3,1,3
ncobourn261,Nicky,Cobourn,PA,3,4,4,3,3,4,1,1,2,2,4,5
abettis504,Aurea,Bettis,MT,3,1,5,5,4,2,4,5,1,3,1,2
dstokan143,Damion,Stokan,IL,4,1,4,1,2,3,3,5,3,5,1,5
dbinford17,Denita,Binford,FL,5,3,1,4,2,4,2,4,4,3,1,4
kmarkins334,Kendall,Markins,AL,4,3,2,1,3,3,5,5,4,1,4,5
ckillius701,Carla,Killius,WY,4,1,4,4,1,2,2,1,3,2,4,3
rary967,Rocco,Ary,ND,5,3,4,2,4,5,4,5,2,2,4,5
seiesland758,Sharyn,Eiesland,MD,5,4,4,5,2,5,3,5,4,5,3,2
lkatten194,Lance,Katten,KS,4,1,1,2,1,2,1,1,4,2,1,1
akobus907,Alleen,Kobus,OK,1,2,2,5,2,4,3,4,2,3,5,3
fklimesh684,Fidelia,Klimesh,OH,2,3,5,2,2,3,3,1,3,2,5,4
esweesy687,Edwin,Sweesy,TX,5,4,1,2,1,4,4,5,3,5,4,3
vbolus504,Victor,Bolus,KY,2,1,2,3,5,3,1,5,2,1,2,4
lmccrain699,Ludivina,Mccrain,NY,2,2,1,4,1,2,3,3,4,1,2,4
edreyfus594,Esta,Dreyfus,NE,4,5,3,5,4,4,5,1,1,5,2,2
glaboy209,Gregorio,Laboy,LA,2,5,3,2,3,4,1,2,3,3,3,2
nchern146,Nicolasa,Chern,MO,3,5,2,2,2,5,2,5,5,1,3,5
rwortham129,Rueben,Wortham,AK,1,4,1,3,1,2,2,1,5,1,2,4
emckaskle495,Earlene,Mckaskle,WY,3,4,5,4,4,2,1,3,5,5,1,5
vfacemire597,Virgilio,Facemire,GA,2,4,4,4,1,1,3,2,5,1,5,2
lszermer717,Leif,Szermer,FL,1,3,4,4,5,2,5,2,3,1,1,2
eallmon209,Edmund,Allmon,VT,5,5,3,2,4,5,3,2,3,1,3,5
dsimoniell450,Denna,Simoniello,CT,1,5,3,5,5,4,4,4,2,2,3,1
czarco735,Christel,Zarco,RI,3,3,5,3,1,5,4,2,1,5,2,2
dsiddoway422,Dominick,Siddoway,LA,4,3,4,1,2,5,2,2,2,1,4,5
amccabe984,Ana,Mccabe,WI,1,1,2,4,2,1,2,3,4,4,3,2
rjuelfs579,Robbi,Juelfs,AK,2,4,4,4,5,5,5,5,3,1,3,3
dpho738,Dallas,Pho,SC,5,4,2,5,2,5,1,3,4,2,5,4
jgewinner217,Jerry,Gewinner,AK,4,1,4,4,2,5,1,2,1,2,2,4
jmuzzillo430,Jesus,Muzzillo,UT,5,4,4,5,5,1,5,1,1,2,2,3
gkretschme64,Glenna,Kretschmer,WV,2,2,2,3,2,3,5,3,4,1,2,4
gholmlund784,Geraldo,Holmlund,NJ,2,5,2,4,2,4,4,4,1,2,3,4
vhinz833,Vicky,Hinz,MA,4,2,2,1,5,5,1,4,5,1,4,5
jmusilli771,Jerold,Musilli,TX,1,3,3,2,4,3,2,3,1,3,4,2
aspine987,Antonetta,Spine,MS,1,3,2,4,1,4,4,4,1,5,2,3
ogarfias684,Otto,Garfias,ID,2,1,2,5,1,2,2,2,4,2,3,4
scavaretta134,Sana,Cavaretta,OR,2,3,3,4,2,5,1,4,5,1,4,1
bmoravek843,Benny,Moravek,ND,1,4,5,4,2,4,5,4,3,3,1,5
jblanquet358,Jamar,Blanquet,IA,2,5,1,5,2,4,3,3,5,3,5,1
ethieme897,Erik,Thieme,OH,3,1,3,2,2,4,3,2,3,4,3,2
bfekete442,Brittny,Fekete,OH,2,1,2,2,5,4,5,2,1,1,3,1
hhillwig478,Hilda,Hillwig,SC,1,4,2,2,4,2,2,1,4,1,2,3
dbrowman659,Drew,Browman,NV,2,1,3,1,5,1,1,4,4,5,3,4
dlehneis219,Del,Lehneis,NV,3,2,2,3,3,1,2,3,4,2,1,5
lzotos182,Lindsay,Zotos,SC,3,5,5,1,5,5,4,3,1,4,3,4
mseabrooke592,Misti,Seabrooke,ME,3,5,2,4,1,1,5,2,5,5,5,5
shuffstutt76,Shalanda,Huffstutter,VA,2,3,4,4,3,5,3,5,2,2,3,2
rcalnen14,Ramiro,Calnen,ME,4,2,3,3,5,5,4,1,3,2,2,2
lfickbohm440,Lanny,Fickbohm,AL,1,4,1,5,5,3,2,1,5,4,2,4
wmcgettiga723,Waltraud,Mcgettigan,MI,5,4,3,4,5,1,5,2,5,4,2,2
sdopf167,Shawn,Dopf,FL,4,2,4,3,5,5,2,3,1,1,5,4
avallance353,Albert,Vallance,MA,3,2,2,3,1,5,3,2,5,5,4,5
dsouthward571,Dwight,Southward,ME,3,5,3,3,1,4,2,3,2,4,5,5
mallmand930,Marion,Allmand,PA,3,4,2,5,4,2,3,4,2,2,1,3
dprose75,Darryl,Prose,DE,1,5,1,4,1,2,3,5,3,3,5,1
kclemson320,Kittie,Clemson,SD,1,3,4,2,3,3,3,2,3,1,2,4
abatzri100,Anna,Batzri,IN,3,5,2,1,5,3,5,2,5,3,1,3
mdorrian37,Mose,Dorrian,OK,3,5,3,5,3,2,1,3,1,5,1,4
hdiangelis852,Holli,Diangelis,AZ,3,3,2,5,1,1,3,3,4,4,2,5
cmiano43,Cleveland,Miano,WA,2,5,3,5,1,2,5,1,2,1,4,3
manglada571,Michale,Anglada,TX,5,5,2,3,1,4,3,4,1,2,5,5
eturpin694,Emma,Turpin,ID,2,4,5,2,2,2,4,2,1,4,4,2
htrapani409,Heriberto,Trapani,LA,5,3,5,2,4,5,5,3,3,3,4,3
pyasso449,Pablo,Yasso,OR,3,4,1,4,5,3,1,4,2,1,2,4
caalund875,Cherilyn,Aalund,SD,1,5,1,3,2,5,3,2,1,4,3,4
mschmoll552,Marc,Schmoll,NE,5,2,5,4,1,3,3,5,4,4,2,4
bogletree786,Bradly,Ogletree,AL,2,5,3,2,5,5,1,2,4,5,4,1
tbayon988,Trinity,Bayon,NJ,2,5,5,4,4,1,3,1,4,3,3,5
kbogel412,Kandy,Bogel,MS,3,3,3,5,1,2,5,1,3,3,5,5
rsplett745,Rene,Splett,CA,3,5,3,5,4,4,2,4,5,1,4,3
lbyham400,Laverne,Byham,WI,5,4,3,3,2,5,4,4,1,4,5,1
flinquist911,Federico,Linquist,TX,3,1,4,4,1,1,5,2,5,1,3,4
agaringer51,Antony,Garinger,NE,1,1,5,3,5,2,3,4,2,5,5,1
cweiher425,Cruz,Weiher,VT,3,5,4,1,4,3,4,4,4,1,1,3
nnhek658,Natalia,Nhek,KS,1,5,3,4,4,2,5,5,3,3,5,2
jluckett675,Jolie,Luckett,ID,1,3,1,1,5,4,4,3,5,2,1,4
dseekell346,Dwayne,Seekell,NE,3,1,1,1,1,3,1,1,1,4,3,3
ebrounson682,Eldon,Brounson,IA,5,5,3,5,5,3,2,5,1,4,4,2
dbolz829,Dante,Bolz,NC,3,3,5,5,3,1,3,1,3,2,3,3
fmillier881,Foster,Millier,AR,4,5,5,3,2,2,2,3,2,5,3,3
lbolado124,Linwood,Bolado,VT,2,1,3,4,1,3,1,2,2,2,5,5
dwalcutt500,Duncan,Walcutt,CO,2,2,1,3,4,3,3,4,3,5,1,1
kgeer802,Katelynn,Geer,AZ,2,5,2,1,4,1,5,1,4,2,3,3
jpaxman678,Jim,Paxman,NJ,2,5,4,2,3,2,2,4,4,3,2,1
cboykin531,Catherine,Boykin,OH,1,3,4,5,1,1,3,5,5,2,1,4
vsiprasoeu896,Vaughn,Siprasoeuth,MI,5,2,4,1,4,5,4,4,2,5,2,4
cmaltby188,Charlsie,Maltby,AK,5,2,4,5,2,5,4,5,3,5,1,5
gdangel908,Garfield,Dangel,OH,2,4,3,4,2,5,3,2,3,3,5,3
lgeurin693,Lael,Geurin,VA,3,1,3,2,5,1,2,3,1,2,3,5
mlinan661,Marica,Linan,UT,3,2,1,5,3,3,3,3,5,2,1,2
megner339,Matthew,Egner,IA,5,3,5,4,4,5,2,4,5,2,5,5
sloy980,Shemika,Loy,UT,1,1,1,4,5,4,5,4,5,4,2,2
dwinick744,Danny,Winick,NH,2,1,5,2,1,2,3,3,5,2,1,4
rcatani913,Rodrigo,Catani,ND,2,4,2,3,3,5,3,3,1,3,5,1
llohmiller527,Lera,Lohmiller,MD,1,4,1,4,4,5,2,2,4,1,4,4
rgustaveso203,Reed,Gustaveson,KY,4,1,5,2,4,4,4,4,4,4,4,5
mayleswort783,Malisa,Aylesworth,UT,1,3,1,4,4,3,1,3,4,4,1,2
abarnard431,Annabell,Barnard,MS,1,4,4,1,5,5,1,3,3,5,4,2
fantosh291,Flora,Antosh,IA,3,4,1,3,3,4,5,3,2,1,5,2
eseifert859,Edgar,Seifert,GA,2,5,2,3,2,4,1,4,2,1,1,3
dkylish550,Donnell,Kylish,NV,4,2,5,5,3,3,3,4,3,5,2,1
ctazelaar180,Cheryl,Tazelaar,WA,5,5,2,2,5,4,2,4,2,3,1,2
itoadvine329,Iluminada,Toadvine,NY,3,3,1,2,5,2,1,2,1,3,1,5
smudger997,Sheilah,Mudger,IA,5,3,3,3,1,2,3,2,4,1,5,5
kufford435,Katy,Ufford,WA,3,3,4,2,4,1,5,5,5,2,2,5
cwittels952,Clifton,Wittels,MS,5,5,2,2,3,1,3,1,1,3,2,3
cmortland264,Cornell,Mortland,ID,4,1,3,4,3,1,1,2,5,1,4,4
scagan182,Sondra,Cagan,MD,5,4,3,2,2,1,2,2,3,4,4,2
mdelashmut57,Miguelina,Delashmutt,NC,3,3,5,5,4,5,2,2,2,4,3,1
tichinose67,Terisa,Ichinose,WV,4,2,1,1,2,1,3,1,4,5,1,3
kfenelon481,Kent,Fenelon,ME,3,5,2,3,3,1,4,1,2,2,1,2
gcaponi723,Greg,Caponi,WI,2,4,5,3,5,5,2,3,3,3,2,2
atarlton792,Aileen,Tarlton,RI,4,3,3,3,2,5,2,3,5,5,2,2
eglassco398,Eloise,Glassco,KS,3,1,3,3,3,3,5,1,2,2,5,5
cqueen404,Christene,Queen,AL,5,1,3,1,4,1,5,1,3,2,4,1
gstueve619,Geoffrey,Stueve,NE,4,2,5,5,2,4,1,1,5,2,4,5
wkory614,Willa,Kory,ME,3,5,2,1,3,5,3,5,4,1,3,2
rhollings300,Ria,Hollings,GA,2,5,5,4,4,5,4,3,4,4,1,5
smeridith336,Sulema,Meridith,UT,3,5,5,4,3,4,1,5,2,3,4,4
cbeachler413,Clifton,Beachler,WI,5,2,1,5,3,3,2,5,3,5,5,4
bholzinger178,Buddy,Holzinger,NM,1,5,4,5,4,3,2,4,4,2,4,5
lrebeck499,Lynwood,Rebeck,MD,1,5,1,5,1,2,3,3,1,4,5,5
cavirett649,Cythia,Avirett,VT,2,4,2,5,1,1,4,2,4,1,1,5
dzevallos426,Devon,Zevallos,IA,4,5,3,4,5,4,2,3,5,1,1,3
syoung195,Scot,Young,OK,1,4,1,1,4,2,2,5,2,2,4,4
dboggi976,Danuta,Boggi,PA,3,5,1,5,4,1,5,1,3,2,1,5
spalka879,Stanley,Palka,FL,2,3,1,4,4,4,5,5,4,3,2,2
srufino613,Stevie,Rufino,VT,4,4,3,5,1,4,5,3,5,2,4,5
nmayden950,Naomi,Mayden,SD,3,2,4,5,3,2,4,3,5,1,5,5
gcopper369,Giuseppe,Copper,NY,3,1,2,3,3,3,5,5,4,3,1,5
lqasba757,Lesley,Qasba,AR,4,3,5,2,5,5,5,4,3,4,5,4
konell757,Kit,Onell,PA,3,3,1,2,4,4,2,1,1,3,1,2
kbosko676,Keisha,Bosko,AL,3,2,2,3,4,3,4,1,3,5,4,4
dgouldsber481,Dwight,Gouldsberry,AL,2,3,2,3,2,5,5,2,2,5,4,2
amorrow396,Angle,Morrow,NJ,1,2,4,3,2,4,5,5,3,3,3,1
ahoutchens488,Augustus,Houtchens,MA,5,3,4,4,5,4,3,2,3,4,1,5
sroewe979,Santiago,Roewe,LA,1,3,1,5,5,5,2,1,2,2,4,1
csarnacki986,Cherly,Sarnacki,SD,2,1,1,3,2,4,3,2,4,5,2,4
lcolliver75,Latricia,Colliver,KS,5,1,3,4,4,2,5,2,1,3,2,1
wbraymer44,Winford,Braymer,HI,3,5,4,2,5,2,2,2,5,3,5,3
rwauters665,Richie,Wauters,OK,4,1,5,5,4,5,4,2,5,5,4,5
dshimanuki521,Donetta,Shimanuki,KY,5,3,1,1,4,4,4,2,2,5,2,2
sbisbee733,Scottie,Bisbee,IA,4,5,1,2,1,3,3,3,3,5,5,5
csharma237,Cyndy,Sharma,AZ,1,2,2,2,5,3,5,3,2,1,4,1
mpinc922,Maurice,Pinc,WA,3,2,3,2,2,1,2,5,3,2,2,1
teshlerman111,Tawna,Eshlerman,SD,1,1,4,1,3,4,5,1,5,1,3,2
mhance17,Marylouise,Hance,ID,5,2,1,1,4,3,1,4,4,4,5,4
mbradicich968,Max,Bradicich,AZ,5,3,1,4,2,3,4,5,5,4,1,2
mgainey905,Margarito,Gainey,WY,1,4,3,5,2,1,2,3,2,3,5,4
scardono509,Staci,Cardono,TN,3,1,2,2,4,4,4,3,5,3,5,5
bgiuliano670,Briana,Giuliano,NV,4,5,1,1,2,2,3,2,5,4,5,4
kcarberry348,Kasha,Carberry,OR,5,4,4,2,1,2,1,2,4,2,4,2
tleingang798,Ted,Leingang,AR,1,2,4,3,1,4,2,3,5,5,3,3
tteuscher629,Titus,Teuscher,NC,4,5,1,4,1,3,5,2,1,3,5,4
caleyandre346,Carey,Aleyandrez,MN,1,3,3,5,5,5,1,5,2,2,4,4
cdibert996,Cristen,Dibert,OK,5,3,4,1,4,1,3,3,5,4,5,2
yjehle201,Yong,Jehle,NH,5,3,3,3,2,4,4,3,1,4,4,2
shossfeld435,Stephenie,Hossfeld,NM,3,5,4,2,1,4,5,3,2,4,1,2
lstonier816,Lucien,Stonier,MA,2,3,3,3,2,5,3,3,5,2,1,4
istronach333,Ilana,Stronach,AK,2,4,2,2,2,4,1,4,2,2,2,4
jmcgurr946,Jamika,Mcgurr,HI,2,3,2,5,1,1,3,3,2,1,4,5
kwarmbier54,Kay,Warmbier,LA,1,5,1,1,5,2,3,4,2,1,3,4
rlangston175,Randell,Langston,NY,1,1,2,4,1,1,2,5,4,5,4,2
kjaarda183,Kerry,Jaarda,NM,4,5,2,2,2,5,5,4,1,1,3,3
mcarinio861,Maren,Carinio,WY,1,2,4,2,1,3,2,5,3,3,5,2
glampron937,Ginny,Lampron,IN,4,3,5,2,4,1,2,3,2,4,2,5
jphildor7,Julian,Phildor,NJ,4,5,2,1,2,2,2,3,5,1,2,2
bnipper954,Betsey,Nipper,MT,1,1,1,2,5,2,2,1,1,2,2,1
esaabatman754,Elna,Saabatmand,KS,2,1,5,5,1,1,1,2,4,5,2,2
mgandolfo761,Milan,Gandolfo,NY,1,2,3,5,3,5,1,3,2,2,5,2
jhussein78,Jennine,Hussein,OR,4,1,1,5,4,2,2,5,3,5,3,1
cfreggiaro630,Cortez,Freggiaro,ME,3,3,3,4,5,5,1,3,1,1,3,3
dyetzer878,Donnell,Yetzer,VT,1,1,2,4,4,4,1,3,5,5,4,5
emcmilleon764,Earnest,Mcmilleon,NY,3,5,2,5,2,1,1,5,4,2,1,2
esawczyszy667,Elda,Sawczyszyn,TX,3,3,1,5,1,5,2,5,5,5,3,3
jpurkerson310,Jarrod,Purkerson,AL,5,3,5,5,4,3,4,1,4,5,3,3
nfarmer639,Nada,Farmer,VT,5,2,1,2,1,4,1,1,4,4,2,4
lsusich717,Leroy,Susich,MT,2,1,3,2,4,4,1,5,1,3,4,5
cdesalvato59,Chas,Desalvatore,ND,5,3,4,2,3,3,3,1,5,2,5,4
bshetterly576,Beatriz,Shetterly,NM,2,1,2,1,4,5,1,2,3,3,1,4
shesch120,Shelley,Hesch,OR,5,2,5,3,4,2,5,3,4,5,4,4
dmacpherso551,Doyle,Macpherson,OH,1,3,4,1,3,4,4,3,1,3,3,2
kpabey474,Kristan,Pabey,LA,1,4,2,1,4,4,4,1,5,5,1,4
lallers168,Leslie,Allers,IN,3,2,1,2,1,4,1,1,2,4,5,4
mfugah15,Marge,Fugah,NE,1,1,4,2,3,4,2,2,2,4,1,4
eloewen436,Elias,Loewen,AR,5,5,5,1,5,5,4,1,3,1,5,1
jhapke54,Joellen,Hapke,AL,4,3,2,2,5,1,1,1,3,4,4,5
iwilde74,Irish,Wilde,TX,1,2,5,1,4,5,1,5,3,5,5,1
jlangholz203,Johnathon,Langholz,MA,1,1,2,4,3,1,4,1,1,1,4,5
bconnole704,Billie,Connole,OR,1,2,1,3,4,3,4,2,4,4,2,5
chumble945,Carlos,Humble,NE,4,5,4,5,4,3,5,1,3,5,5,3
grupnick907,Gertha,Rupnick,AZ,1,1,1,5,4,3,5,1,5,1,4,4
bharken563,Byron,Harken,WV,4,4,5,4,5,3,1,5,5,2,2,2
ffontillas860,Frances,Fontillas,MI,5,5,2,3,4,1,2,3,5,1,4,4
bladell665,Billie,Ladell,WI,1,2,1,5,5,5,2,2,3,2,5,5
fporterfie567,Fausto,Porterfield,RI,1,5,4,5,4,5,5,2,2,5,5,4
lcurey614,Leota,Curey,MO,4,5,5,4,5,4,2,2,4,4,2,2
psbano153,Philip,Sbano,RI,3,5,4,4,4,2,2,3,3,5,4,3
farango318,Felton,Arango,WA,5,3,2,1,2,3,1,4,3,4,2,3
msmitley60,Maranda,Smitley,NV,3,4,2,5,5,3,4,2,3,4,3,4
mkleiner549,Myron,Kleiner,ND,1,5,1,5,4,4,3,5,4,1,5,1
lolkowski990,Leanna,Olkowski,WV,4,5,3,4,4,3,2,1,5,3,3,2
tprose536,Trey,Prose,AR,4,4,4,5,4,1,1,4,4,5,2,2
dtylor447,Deangelo,Tylor,WA,1,3,4,1,1,1,2,4,2,4,1,5
astoyanov270,Athena,Stoyanov,KS,3,4,1,2,5,2,5,4,2,3,1,3
agodbey411,Annett,Godbey,RI,2,1,2,5,4,5,1,3,2,3,5,4
bsacane554,Bill,Sacane,CO,2,1,1,5,2,3,2,4,1,4,1,4
xtines454,Xochitl,Tines,CA,1,1,5,3,3,5,5,2,4,1,2,1
jleighton866,Jannet,Leighton,NC,2,4,1,3,3,5,1,5,3,2,3,5
pbumford487,Patricia,Bumford,WI,1,1,5,1,2,3,1,3,4,4,2,4
stheroux180,Sherilyn,Theroux,DE,2,2,2,3,5,2,5,3,2,4,2,4
aallums147,Alease,Allums,ME,2,4,2,5,5,4,3,4,4,4,1,5
dcata296,Despina,Cata,VA,5,5,1,3,1,2,2,2,1,1,3,4
dfanjoy52,Donovan,Fanjoy,NM,1,2,3,1,4,2,5,4,4,1,2,5
kvanderplo9,Keven,Vanderploeg,CT,4,3,1,1,2,5,3,1,4,3,2,1
hlaselle253,Hong,Laselle,NV,2,4,4,2,4,4,1,4,1,4,5,4
rnabarrete237,Roy,Nabarrete,WV,4,4,4,3,1,2,5,4,1,1,1,2
nleach146,Nancey,Leach,OR,4,5,5,5,2,4,3,4,2,2,3,1
ajarman185,Adrianna,Jarman,FL,4,2,1,2,1,3,1,2,1,3,1,3
mgalarita79,Mel,Galarita,CO,4,1,3,5,4,4,2,4,4,1,1,4
boxner289,Brain,Oxner,MS,1,2,1,5,4,2,1,5,2,5,5,1
mmcburney119,Merlyn,Mcburney,OH,5,1,1,1,3,4,3,2,3,1,2,2
gren849,Gil,Ren,AZ,1,3,2,5,1,2,2,1,2,1,5,3
dremick75,Deandre,Remick,MA,5,5,2,1,1,3,3,1,1,4,3,4
aflieller729,Adrianne,Flieller,KY,5,3,1,1,3,3,5,3,5,1,4,3
kkosorog849,Kaylee,Kosorog,LA,5,1,5,4,5,3,1,2,5,1,3,1
vheinlen980,Violet,Heinlen,ID,4,3,4,4,3,1,1,5,5,3,3,2
mpoitras256,Marlys,Poitras,MA,4,3,3,3,4,2,3,3,3,2,3,4
cguerro826,Coy,Guerro,ID,2,4,3,4,1,4,3,3,2,2,1,5
dfuentes647,Darnell,Fuentes,ND,2,2,1,3,1,5,5,4,1,5,1,2
lkilcrease81,Lela,Kilcrease,NV,3,3,5,4,2,3,2,3,3,1,5,2
sneils970,Samual,Neils,AL,2,4,3,3,4,4,5,4,3,2,3,3
psaglibene19,Patience,Saglibene,AK,2,2,1,1,2,5,1,5,3,5,3,5
vleasor672,Vern,Leasor,AZ,5,2,4,4,2,4,5,1,1,3,2,1
lcristaldi82,Loida,Cristaldi,MA,5,5,3,2,5,4,1,1,5,5,1,1
ncastongua801,Noble,Castonguay,AR,3,2,2,5,2,4,3,4,3,2,1,3
lwetherill381,Lane,Wetherill,LA,1,5,4,4,1,2,2,1,2,1,3,4
hcruden233,Hyo,Cruden,TN,3,3,1,4,2,5,1,3,5,5,3,3
mbruzek992,Marline,Bruzek,AR,1,3,4,5,5,4,1,1,5,5,3,5
rborel338,Rich,Borel,AZ,1,3,2,2,5,2,1,4,1,5,5,2
cmilonas621,Carmine,Milonas,IL,2,2,2,1,3,4,3,3,4,1,3,5
dwesterlin574,Desmond,Westerling,TX,2,5,5,1,5,3,3,1,3,2,3,2
caumann701,Carrol,Aumann,GA,5,1,2,4,5,2,2,5,3,4,5,3
cclarbour766,Celia,Clarbour,SD,4,2,3,4,1,1,3,1,4,1,5,2
edepietro35,Erin,Depietro,GA,5,5,2,1,5,4,4,1,3,5,2,5
kemslie817,Kai,Emslie,MT,2,5,3,1,2,4,5,1,4,3,3,3
pmaxwell301,Phebe,Maxwell,RI,3,5,4,2,5,3,1,2,1,3,3,2
eforaker725,Eugenie,Foraker,CO,3,3,5,3,1,2,5,1,5,4,2,5
cgrissett335,Caleb,Grissett,MS,4,2,5,5,4,4,1,3,2,3,1,2
tlorenzana731,Thad,Lorenzana,NV,4,5,1,5,5,4,4,2,4,2,1,2
kweddingto842,Kera,Weddington,CO,4,2,5,3,1,4,1,3,2,5,3,5
sbendit705,Shaunte,Bendit,IA,2,3,1,4,3,2,5,3,5,4,3,2
acotner475,Ashley,Cotner,WV,4,2,3,3,2,1,2,5,1,1,4,2
mlemon790,Mendy,Lemon,WA,3,4,5,2,2,5,3,2,4,1,1,2
mboenig138,Myron,Boenig,AK,1,3,3,4,5,5,5,2,2,5,3,1
jmedak324,Johnson,Medak,CO,3,3,1,2,1,2,4,2,3,4,2,2
ryagues529,Rogelio,Yagues,VT,4,1,4,1,1,3,2,5,3,4,2,3
ipatague525,Irving,Patague,LA,4,3,4,2,3,5,3,2,5,5,2,4
hala437,Humberto,Ala,MO,4,5,3,4,5,3,5,3,4,3,5,2
cruvolo91,Courtney,Ruvolo,WV,3,1,2,2,5,1,3,4,4,2,2,5
mbirkmaier562,Malcom,Birkmaier,IA,2,1,3,3,3,2,5,1,5,5,5,1
sweekey604,Sherwood,Weekey,DE,4,2,1,1,3,2,3,1,5,2,2,2
jackmann603,Joel,Ackmann,ND,3,3,4,2,5,5,2,3,3,4,3,4
jbruening826,Jasper,Bruening,CT,5,4,4,1,4,3,5,1,3,1,2,3
dbaisey984,Dixie,Baisey,DE,5,5,2,4,1,5,3,2,5,1,2,4
kberrio716,Kyle,Berrio,MI,1,1,5,4,3,5,1,3,5,3,3,5
apouncy635,Arlie,Pouncy,OR,2,1,1,1,5,3,3,1,1,4,3,2
vweekes813,Verna,Weekes,AK,5,4,1,4,5,5,4,3,2,1,3,5
tolszowka564,Tomasa,Olszowka,CA,2,5,1,3,4,5,4,4,5,4,2,1
agreenweig14,Alane,Greenweig,OR,1,4,3,2,5,1,1,2,4,5,5,3
krosener845,Kasie,Rosener,WA,3,2,2,4,2,1,4,3,5,4,4,1
lgarry877,Lamar,Garry,NH,2,4,5,5,5,4,2,3,3,4,1,1
tpepper739,Tennie,Pepper,CT,2,2,3,5,1,5,5,5,4,4,4,3
sstilley778,Stephan,Stilley,NC,2,3,1,3,2,5,1,4,4,1,2,2
akreutzer812,Alease,Kreutzer,IN,2,4,2,4,1,2,4,1,2,2,1,4
bbracken328,Burl,Bracken,NM,2,2,2,2,5,1,3,1,2,4,2,5
mmusslewhi5,Merrilee,Musslewhite,KS,4,1,2,1,2,4,4,5,2,4,1,4
tmallak944,Thanh,Mallak,AL,1,2,3,3,3,2,1,3,3,3,2,3
dvleming288,Dennis,Vleming,WY,5,1,2,2,1,4,5,1,3,5,1,4
mscaffidi486,Marylin,Scaffidi,ID,4,5,2,4,1,1,5,1,1,5,4,2
wsalinas600,Willow,Salinas,MI,2,2,4,3,1,4,2,4,1,2,4,2
creddish208,Cristopher,Reddish,CO,2,4,4,1,4,3,1,1,3,4,3,4
madley189,Matthew,Adley,WA,2,4,2,1,1,1,3,2,4,2,2,2
mcaflisch896,Margene,Caflisch,IN,1,2,1,4,3,1,4,4,1,5,4,5
mlacuesta91,Melida,Lacuesta,IN,5,5,3,2,3,1,4,4,4,2,2,5
ajoanette142,Alphonso,Joanette,WY,2,4,4,3,5,3,2,4,2,4,1,3
cflinchum369,Clarissa,Flinchum,OR,1,5,4,4,2,1,5,2,1,3,1,1
kdoshier509,Karri,Doshier,ND,4,5,5,2,1,4,1,4,3,4,5,2
spollica757,Sixta,Pollica,WV,3,3,4,4,2,4,5,4,4,4,1,3
smahomly280,Shawn,Mahomly,IA,3,2,1,3,3,2,4,3,4,5,5,4
gturvavill498,Galen,Turvaville,TN,1,4,2,1,1,1,3,2,1,1,5,5
hbell379,Hortensia,Bell,MN,3,4,3,2,3,5,3,4,5,4,4,3
bkuhar425,Beata,Kuhar,ND,1,5,4,4,4,5,2,3,4,2,1,5
dwent89,Dan,Went,FL,1,3,2,2,5,4,2,3,4,5,3,3
skobryn188,Sheree,Kobryn,VA,4,1,1,2,3,1,5,4,5,1,4,3
mlachiatto243,Man,Lachiatto,PA,3,3,5,3,5,2,4,5,3,3,3,5
mkaleiwahe124,Mitch,Kaleiwahea,AL,2,5,3,2,2,1,1,5,1,5,1,3
dmettee418,Daren,Mettee,MI,1,1,1,3,4,5,1,3,2,5,1,3
aduesterba471,Angele,Duesterback,NC,2,5,1,1,1,1,5,2,5,4,2,1
khee880,Kevin,Hee,NJ,5,5,4,4,2,1,3,3,3,1,5,1
escagliott775,Evita,Scagliotti,MT,3,4,5,1,3,1,4,2,5,3,3,1
bcalderone865,Basil,Calderone,CA,2,4,2,2,3,2,3,4,4,2,2,4
