id,nameFirst,nameLast,time,Math,Chemistry,History,Computer Science,French,Biology,Physics
kkessinger458,Katherine,Kessinger,5,"{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 1}"
bhore714,Bill,Hore,25,"{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 2}"
dcantine398,Dave,Cantine,15,"{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 2}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 1}"
dkroeker514,Devin,Kroeker,25,"{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 4}"
dsarabando59,Donnie,Sarabando,15,"{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 5}"
nvanamburg542,Nada,Vanamburgh,25,"{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 1}"
myasinski805,Marcene,Yasinski,30,"{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 1}"
mramsdell466,Myrta,Ramsdell,30,"{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 4}"
rjosey387,Ruth,Josey,25,"{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 3}"
wtunget233,Wallace,Tunget,20,"{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 2}"
fkarwoski809,Felicia,Karwoski,30,"{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 4, 'preference': 2}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 5}"
cswayze797,Claude,Swayze,20,"{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 2}"
imachain923,Irvin,Machain,25,"{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 3}"
mtornes566,Morton,Tornes,5,"{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 5}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 1, 'preference': 2}"
isimple224,Inocencia,Simple,20,"{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 1}"
rburkdoll775,Reyes,Burkdoll,25,"{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 1}","{'rating': 3, 'preference': 5}","{'rating': 4, 'preference': 2}"
kderion634,Klara,Derion,25,"{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 1}"
cfillip534,Chadwick,Fillip,30,"{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 1}"
tdaugherty61,Tim,Daugherty,5,"{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 3}"
oschafersm829,Ollie,Schafersman,30,"{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 1}"
hhinchclif831,Hsiu,Hinchcliff,15,"{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 1}"
prathke454,Prudence,Rathke,10,"{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 5}"
kfalsetti738,Kaila,Falsetti,5,"{'rating': 2, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 1}"
lnordberg773,Lorene,Nordberg,30,"{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 5}"
fjanos865,Fawn,Janos,30,"{'rating': 4, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 1}"
gleder636,Giovanni,Leder,25,"{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 1}"
mdula767,Martina,Dula,20,"{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 4}"
lbreyers653,Laquanda,Breyers,15,"{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 4}"
mmandolini246,Martine,Mandolini,25,"{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 4}"
ltumblesto112,Latashia,Tumbleston,10,"{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 3}"
okozar651,Orville,Kozar,30,"{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 5}"
rbarimah635,Ramiro,Barimah,30,"{'rating': 2, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 5}"
sstach265,Sherrie,Stach,10,"{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 5}"
pcrow959,Prince,Crow,20,"{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 4}"
jpanning396,Jenine,Panning,30,"{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 4}"
dours298,Daron,Ours,15,"{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 2}"
eprell77,Emelda,Prell,25,"{'rating': 3, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 3}"
smcelravy709,Somer,Mcelravy,30,"{'rating': 4, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 5}"
rwickey445,Richelle,Wickey,15,"{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 5}"
jhufford901,Jamey,Hufford,20,"{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 1}"
kbyas624,Khalilah,Byas,30,"{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 1}"
cbryand718,Chelsie,Bryand,25,"{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 4}"
arippeon787,Andrew,Rippeon,25,"{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 1}"
fbendt899,Fumiko,Bendt,10,"{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 2}"
srheome215,Sheila,Rheome,20,"{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 5}"
mhoch285,Marie,Hoch,10,"{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 4}"
rhansford113,Randell,Hansford,20,"{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 5}"
ckozuch965,Clifford,Kozuch,15,"{'rating': 4, 'preference': 1}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 1}"
srehak514,Shanice,Rehak,15,"{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 1}"
vsandavol819,Von,Sandavol,20,"{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 3}"
lgearwar693,Laraine,Gearwar,25,"{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 2}"
chounchell777,Cathey,Hounchell,5,"{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 5}"
tbuczko113,Tamie,Buczko,25,"{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 2}"
sarcizo980,Sterling,Arcizo,15,"{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 2}"
drain534,Delmer,Rain,30,"{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 4}"
ilandrum10,Ian,Landrum,10,"{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 2, 'preference': 3}"
abollacker883,Alfredo,Bollacker,5,"{'rating': 5, 'preference': 1}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 5}"
jtonetti759,Jed,Tonetti,25,"{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 2}"
dluquette313,Dorian,Luquette,20,"{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 2}"
khillestad695,Kassie,Hillestad,30,"{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 5}"
mshifflet830,Milan,Shifflet,5,"{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 5, 'preference': 2}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 3}"
vfuerbring676,Versie,Fuerbringer,25,"{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 3}"
cpartmann532,Cyril,Partmann,30,"{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 4}","{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 1}"
vkuntz720,Vella,Kuntz,30,"{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 3}"
aoehlert119,Alberto,Oehlert,20,"{'rating': 4, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 5}"
rchenaille969,Ronald,Chenaille,5,"{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 2}"
mmoorman267,Marica,Moorman,25,"{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 3}"
desquea999,Del,Esquea,20,"{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 5}","{'rating': 3, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 4}"
vvelky253,Vincenzo,Velky,25,"{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 2}","{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 3}"
bcrimmins806,Britni,Crimmins,25,"{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 3}"
msetty31,Mathilde,Setty,15,"{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 5}"
icuffee637,Inocencia,Cuffee,20,"{'rating': 4, 'preference': 5}","{'rating': 3, 'preference': 5}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 2}"
rpasculli941,Racheal,Pasculli,30,"{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 4}"
dzakarian619,Darrin,Zakarian,15,"{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 2}"
coley192,Calvin,Oley,30,"{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 1}"
dmasotti436,Douglas,Masotti,20,"{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 4}"
sdegenfeld114,Santiago,Degenfelder,30,"{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 2}"
bfreddrick939,Bibi,Freddrick,10,"{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 5}"
mstaudinge80,Maryjane,Staudinger,10,"{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 2}"
mdahlberg997,Marquitta,Dahlberg,15,"{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 2}"
nwiner769,Nickole,Winer,30,"{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 1}"
vorchard521,Vernell,Orchard,5,"{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 5}"
stresch396,Steven,Tresch,30,"{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 5}"
thenstrom161,Timothy,Henstrom,15,"{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 5}","{'rating': 4, 'preference': 2}"
jrhodus814,Johanne,Rhodus,25,"{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 5}","{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 3}"
jspohn628,Jose,Spohn,20,"{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 2}"
slargo911,Shasta,Largo,10,"{'rating': 1, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 4}"
rfrancey562,Roman,Francey,5,"{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 4}"
gblesh743,Gia,Blesh,10,"{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 3}"
igradney237,Ivan,Gradney,30,"{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 4}"
eledec334,Eddie,Ledec,5,"{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 3}"
krigano75,Keneth,Rigano,30,"{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 1}"
sbellevill397,Silas,Belleville,30,"{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 4, 'preference': 4}","{'rating': 3, 'preference': 2}"
hronnfeldt677,Helga,Ronnfeldt,5,"{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 2}"
bmaffett568,Barton,Maffett,25,"{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 1}"
rcoulter494,Rod,Coulter,15,"{'rating': 4, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 4}"
smetrick666,Scot,Metrick,5,"{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 2}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 5}"
mkolesar126,Merlin,Kolesar,25,"{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 3}"
bdemarc453,Bradford,Demarc,15,"{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 2}","{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 2}"
rgentsy525,Romelia,Gentsy,25,"{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 4}"
